200226115059541.apd	26-2-2020	11:52:15
756	495	131,000000	
756	496	133,000000	
756	497	134,000000	
756	498	136,000000	
756	499	135,000000	
756	500	131,000000	
756	501	131,000000	
756	502	131,000000	
756	503	131,000000	
756	504	131,000000	
756	505	131,000000	
756	506	131,000000	
756	507	132,000000	
756	508	132,000000	
756	509	130,000000	
757	510	129,000000	
757	511	130,000000	
757	512	133,000000	
757	513	134,000000	
757	514	134,000000	
757	515	135,000000	
757	516	139,000000	
757	517	141,000000	
757	518	144,000000	
757	519	132,000000	
757	520	122,000000	
757	521	98,000000	
757	522	75,000000	
757	523	55,000000	
757	524	36,000000	
757	525	28,000000	
757	526	22,000000	
757	527	22,000000	
757	528	19,000000	
757	529	21,000000	
757	530	20,000000	
757	531	22,000000	
757	532	22,000000	
757	533	20,000000	
757	534	18,000000	
757	535	18,000000	
758	536	17,000000	
758	537	16,000000	
758	538	16,000000	
758	539	16,000000	
758	540	17,000000	
758	541	16,000000	
758	542	14,000000	
758	543	13,000000	
758	544	13,000000	
758	545	13,000000	
758	546	13,000000	
758	547	15,000000	
758	548	15,000000	
758	549	16,000000	
758	550	17,000000	
758	551	17,000000	
758	552	18,000000	
758	553	17,000000	
758	554	18,000000	
758	555	18,000000	
758	556	18,000000	
758	557	18,000000	
758	558	22,000000	
758	559	24,000000	
758	560	28,000000	
758	561	32,000000	
759	562	38,000000	
759	563	56,000000	
759	564	70,000000	
759	565	87,000000	
759	566	100,000000	
759	567	105,000000	
759	568	111,000000	
759	569	118,000000	
759	570	125,000000	
759	571	130,000000	
759	572	133,000000	
759	573	132,000000	
759	574	131,000000	
759	575	132,000000	
759	576	130,000000	
759	577	132,000000	
759	578	132,000000	
759	579	131,000000	
759	580	130,000000	
759	581	129,000000	
759	582	129,000000	
759	583	131,000000	
759	584	131,000000	
759	585	131,000000	
759	586	130,000000	
759	587	128,000000	
760	588	128,000000	
760	589	127,000000	
760	590	125,000000	
760	591	124,000000	
760	592	121,000000	
760	593	125,000000	
760	594	127,000000	
760	595	126,000000	
760	596	127,000000	
760	597	123,000000	
760	598	116,000000	
760	599	100,000000	
760	600	78,000000	
760	601	56,000000	
760	602	42,000000	
760	603	32,000000	
760	604	26,000000	
760	605	25,000000	
760	606	25,000000	
760	607	25,000000	
760	608	22,000000	
760	609	22,000000	
760	610	21,000000	
760	611	22,000000	
760	612	22,000000	
760	613	22,000000	
761	614	19,000000	
761	615	19,000000	
761	616	18,000000	
761	617	20,000000	
761	618	19,000000	
761	619	20,000000	
761	620	19,000000	
761	621	18,000000	
761	622	17,000000	
761	623	18,000000	
761	624	18,000000	
761	625	17,000000	
761	626	18,000000	
761	627	17,000000	
761	628	17,000000	
761	629	18,000000	
761	630	19,000000	
761	631	21,000000	
761	632	22,000000	
761	633	23,000000	
761	634	22,000000	
761	635	22,000000	
761	636	24,000000	
761	637	28,000000	
761	638	31,000000	
761	639	41,000000	
762	640	54,000000	
762	641	72,000000	
762	642	87,000000	
762	643	103,000000	
762	644	117,000000	
762	645	125,000000	
762	646	129,000000	
762	647	130,000000	
762	648	130,000000	
762	649	131,000000	
762	650	134,000000	
762	651	133,000000	
762	652	132,000000	
762	653	131,000000	
762	654	131,000000	
762	655	131,000000	
762	656	132,000000	
762	657	131,000000	
762	658	130,000000	
762	659	125,000000	
762	660	121,000000	
762	661	121,000000	
762	662	118,000000	
762	663	113,000000	
762	664	112,000000	
762	665	112,000000	
763	666	114,000000	
763	667	117,000000	
763	668	123,000000	
763	669	126,000000	
763	670	132,000000	
763	671	134,000000	
763	672	140,000000	
763	673	142,000000	
763	674	143,000000	
763	675	133,000000	
763	676	121,000000	
763	677	94,000000	
763	678	66,000000	
763	679	53,000000	
763	680	38,000000	
763	681	32,000000	
763	682	25,000000	
763	683	23,000000	
763	684	21,000000	
763	685	22,000000	
763	686	20,000000	
763	687	21,000000	
763	688	21,000000	
763	689	21,000000	
763	690	19,000000	
763	691	18,000000	
764	692	19,000000	
764	693	18,000000	
764	694	16,000000	
764	695	16,000000	
764	696	17,000000	
764	697	17,000000	
764	698	18,000000	
764	699	17,000000	
764	700	18,000000	
764	701	18,000000	
764	702	19,000000	
764	703	19,000000	
764	704	21,000000	
764	705	22,000000	
764	706	23,000000	
764	707	25,000000	
764	708	25,000000	
764	709	27,000000	
764	710	27,000000	
764	711	26,000000	
764	712	22,000000	
764	713	20,000000	
764	714	16,000000	
764	715	17,000000	
764	716	19,000000	
764	717	21,000000	
765	718	19,000000	
765	719	31,000000	
765	720	43,000000	
765	721	60,000000	
765	722	81,000000	
765	723	106,000000	
765	724	129,000000	
765	725	141,000000	
765	726	153,000000	
765	727	148,000000	
765	728	142,000000	
765	729	139,000000	
765	730	133,000000	
765	731	133,000000	
765	732	134,000000	
765	733	136,000000	
765	734	136,000000	
765	735	135,000000	
765	736	134,000000	
765	737	134,000000	
765	738	136,000000	
765	739	134,000000	
765	740	132,000000	
765	741	121,000000	
765	742	111,000000	
765	743	100,000000	
766	744	95,000000	
766	745	92,000000	
766	746	92,000000	
766	747	94,000000	
766	748	97,000000	
766	749	103,000000	
766	750	109,000000	
766	751	112,000000	
766	752	123,000000	
766	753	134,000000	
766	754	140,000000	
766	755	138,000000	
766	756	135,000000	
766	757	132,000000	
766	758	129,000000	
766	759	129,000000	
766	760	131,000000	
766	761	130,000000	
766	762	130,000000	
766	763	131,000000	
766	764	131,000000	
766	765	132,000000	
766	766	133,000000	
766	767	133,000000	
766	768	132,000000	
766	769	133,000000	
767	770	134,000000	
767	771	133,000000	
767	772	131,000000	
767	773	129,000000	
767	774	129,000000	
767	775	131,000000	
767	776	131,000000	
767	777	131,000000	
767	778	128,000000	
767	779	128,000000	
767	780	130,000000	
767	781	129,000000	
767	782	129,000000	
767	783	133,000000	
767	784	134,000000	
767	785	133,000000	
767	786	134,000000	
767	787	135,000000	
767	788	137,000000	
767	789	139,000000	
767	790	143,000000	
767	791	142,000000	
767	792	140,000000	
767	793	122,000000	
767	794	106,000000	
767	795	80,000000	
768	796	57,000000	
768	797	42,000000	
768	798	32,000000	
768	799	28,000000	
768	800	25,000000	
768	801	25,000000	
768	802	23,000000	
768	803	22,000000	
768	804	21,000000	
768	805	21,000000	
768	806	19,000000	
768	807	19,000000	
768	808	21,000000	
768	809	20,000000	
768	810	19,000000	
768	811	20,000000	
768	812	20,000000	
768	813	20,000000	
768	814	20,000000	
768	815	18,000000	
768	816	18,000000	
768	817	19,000000	
768	818	20,000000	
768	819	18,000000	
768	820	19,000000	
769	821	22,000000	
769	822	21,000000	
769	823	21,000000	
769	824	21,000000	
769	825	22,000000	
769	826	23,000000	
769	827	27,000000	
769	828	32,000000	
769	829	39,000000	
769	830	46,000000	
769	831	63,000000	
769	832	81,000000	
769	833	105,000000	
769	834	124,000000	
769	835	129,000000	
769	836	135,000000	
769	837	135,000000	
769	838	134,000000	
769	839	131,000000	
769	840	127,000000	
769	841	125,000000	
769	842	124,000000	
769	843	126,000000	
769	844	128,000000	
769	845	127,000000	
769	846	126,000000	
770	847	130,000000	
770	848	131,000000	
770	849	130,000000	
770	850	128,000000	
770	851	129,000000	
770	852	132,000000	
770	853	133,000000	
770	854	133,000000	
770	855	134,000000	
770	856	134,000000	
770	857	140,000000	
770	858	145,000000	
770	859	142,000000	
770	860	142,000000	
770	861	135,000000	
770	862	118,000000	
770	863	91,000000	
770	864	61,000000	
770	865	40,000000	
770	866	29,000000	
770	867	22,000000	
770	868	20,000000	
770	869	18,000000	
770	870	13,000000	
770	871	11,000000	
770	872	10,000000	
771	873	10,000000	
771	874	9,000000	
771	875	8,000000	
771	876	9,000000	
771	877	9,000000	
771	878	10,000000	
771	879	11,000000	
771	880	13,000000	
771	881	13,000000	
771	882	15,000000	
771	883	15,000000	
771	884	16,000000	
771	885	15,000000	
771	886	18,000000	
771	887	17,000000	
771	888	17,000000	
771	889	18,000000	
771	890	19,000000	
771	891	19,000000	
771	892	19,000000	
771	893	19,000000	
771	894	20,000000	
771	895	20,000000	
771	896	21,000000	
771	897	27,000000	
771	898	33,000000	
772	899	48,000000	
772	900	65,000000	
772	901	86,000000	
772	902	106,000000	
772	903	122,000000	
772	904	133,000000	
772	905	136,000000	
772	906	137,000000	
772	907	137,000000	
772	908	132,000000	
772	909	131,000000	
772	910	127,000000	
772	911	126,000000	
772	912	125,000000	
772	913	123,000000	
772	914	125,000000	
772	915	127,000000	
772	916	127,000000	
772	917	126,000000	
772	918	125,000000	
772	919	127,000000	
772	920	128,000000	
772	921	128,000000	
772	922	128,000000	
772	923	130,000000	
772	924	133,000000	
773	925	135,000000	
773	926	137,000000	
773	927	137,000000	
773	928	136,000000	
773	929	120,000000	
773	930	104,000000	
773	931	81,000000	
773	932	53,000000	
773	933	43,000000	
773	934	29,000000	
773	935	24,000000	
773	936	19,000000	
773	937	18,000000	
773	938	19,000000	
773	939	20,000000	
773	940	19,000000	
773	941	18,000000	
773	942	18,000000	
773	943	18,000000	
773	944	16,000000	
773	945	15,000000	
773	946	14,000000	
773	947	13,000000	
773	948	13,000000	
773	949	13,000000	
773	950	12,000000	
774	951	11,000000	
774	952	12,000000	
774	953	12,000000	
774	954	11,000000	
774	955	11,000000	
774	956	11,000000	
774	957	12,000000	
774	958	14,000000	
774	959	16,000000	
774	960	17,000000	
774	961	18,000000	
774	962	18,000000	
774	963	21,000000	
774	964	25,000000	
774	965	30,000000	
774	966	36,000000	
774	967	44,000000	
774	968	55,000000	
774	969	72,000000	
774	970	92,000000	
774	971	106,000000	
774	972	115,000000	
774	973	119,000000	
774	974	118,000000	
774	975	114,000000	
774	976	112,000000	
775	977	116,000000	
775	978	120,000000	
775	979	133,000000	
775	980	143,000000	
775	981	146,000000	
775	982	149,000000	
775	983	144,000000	
775	984	141,000000	
775	985	134,000000	
775	986	126,000000	
775	987	121,000000	
775	988	119,000000	
775	989	121,000000	
775	990	122,000000	
775	991	123,000000	
775	992	124,000000	
775	993	126,000000	
775	994	126,000000	
775	995	126,000000	
775	996	125,000000	
775	997	126,000000	
775	998	131,000000	
775	999	131,000000	
775	1000	131,000000	
775	1001	132,000000	
775	1002	131,000000	
776	1003	132,000000	
776	1004	132,000000	
776	1005	133,000000	
776	1006	130,000000	
776	1007	129,000000	
776	1008	127,000000	
776	1009	123,000000	
776	1010	120,000000	
776	1011	122,000000	
776	1012	126,000000	
776	1013	128,000000	
776	1014	131,000000	
776	1015	132,000000	
776	1016	133,000000	
776	1017	128,000000	
776	1018	124,000000	
776	1019	125,000000	
776	1020	126,000000	
776	1021	127,000000	
776	1022	129,000000	
776	1023	130,000000	
776	1024	134,000000	
776	1025	134,000000	
776	1026	132,000000	
776	1027	134,000000	
776	1028	138,000000	
777	1029	137,000000	
777	1030	142,000000	
777	1031	141,000000	
777	1032	140,000000	
777	1033	129,000000	
777	1034	117,000000	
777	1035	96,000000	
777	1036	72,000000	
777	1037	57,000000	
777	1038	42,000000	
777	1039	35,000000	
777	1040	27,000000	
777	1041	26,000000	
777	1042	23,000000	
777	1043	25,000000	
777	1044	22,000000	
777	1045	24,000000	
777	1046	23,000000	
777	1047	22,000000	
777	1048	20,000000	
777	1049	17,000000	
777	1050	17,000000	
777	1051	18,000000	
777	1052	19,000000	
777	1053	20,000000	
777	1054	19,000000	
778	1055	17,000000	
778	1056	15,000000	
778	1057	18,000000	
778	1058	18,000000	
778	1059	17,000000	
778	1060	18,000000	
778	1061	17,000000	
778	1062	15,000000	
778	1063	16,000000	
778	1064	18,000000	
778	1065	22,000000	
778	1066	26,000000	
778	1067	35,000000	
778	1068	45,000000	
778	1069	62,000000	
778	1070	84,000000	
778	1071	105,000000	
778	1072	121,000000	
778	1073	129,000000	
778	1074	133,000000	
778	1075	133,000000	
778	1076	130,000000	
778	1077	128,000000	
778	1078	127,000000	
778	1079	127,000000	
778	1080	128,000000	
779	1081	130,000000	
779	1082	130,000000	
779	1083	130,000000	
779	1084	131,000000	
779	1085	130,000000	
779	1086	129,000000	
779	1087	130,000000	
779	1088	127,000000	
779	1089	128,000000	
779	1090	128,000000	
779	1091	135,000000	
779	1092	140,000000	
779	1093	140,000000	
779	1094	141,000000	
779	1095	131,000000	
779	1096	119,000000	
779	1097	96,000000	
779	1098	73,000000	
779	1099	55,000000	
779	1100	39,000000	
779	1101	33,000000	
779	1102	27,000000	
779	1103	25,000000	
779	1104	23,000000	
779	1105	23,000000	
779	1106	22,000000	
780	1107	21,000000	
780	1108	21,000000	
780	1109	19,000000	
780	1110	18,000000	
780	1111	18,000000	
780	1112	18,000000	
780	1113	17,000000	
780	1114	15,000000	
780	1115	15,000000	
780	1116	15,000000	
780	1117	17,000000	
780	1118	18,000000	
780	1119	20,000000	
780	1120	20,000000	
780	1121	22,000000	
780	1122	20,000000	
780	1123	22,000000	
780	1124	21,000000	
780	1125	23,000000	
780	1126	23,000000	
780	1127	28,000000	
780	1128	33,000000	
780	1129	46,000000	
780	1130	64,000000	
780	1131	84,000000	
780	1132	108,000000	
781	1133	121,000000	
781	1134	130,000000	
781	1135	129,000000	
781	1136	127,000000	
781	1137	126,000000	
781	1138	125,000000	
781	1139	126,000000	
781	1140	128,000000	
781	1141	126,000000	
781	1142	123,000000	
781	1143	123,000000	
781	1144	122,000000	
781	1145	124,000000	
781	1146	126,000000	
781	1147	125,000000	
781	1148	123,000000	
781	1149	123,000000	
781	1150	121,000000	
781	1151	123,000000	
781	1152	123,000000	
781	1153	123,000000	
781	1154	125,000000	
781	1155	124,000000	
781	1156	123,000000	
781	1157	107,000000	
781	1158	92,000000	
782	1159	76,000000	
782	1160	51,000000	
782	1161	40,000000	
782	1162	34,000000	
782	1163	27,000000	
782	1164	25,000000	
782	1165	23,000000	
782	1166	22,000000	
782	1167	22,000000	
782	1168	21,000000	
782	1169	21,000000	
782	1170	21,000000	
782	1171	21,000000	
782	1172	21,000000	
782	1173	19,000000	
782	1174	17,000000	
782	1175	16,000000	
782	1176	18,000000	
782	1177	18,000000	
782	1178	18,000000	
782	1179	17,000000	
782	1180	17,000000	
782	1181	19,000000	
782	1182	18,000000	
782	1183	18,000000	
782	1184	17,000000	
783	1185	15,000000	
783	1186	17,000000	
783	1187	19,000000	
783	1188	22,000000	
783	1189	31,000000	
783	1190	39,000000	
783	1191	55,000000	
783	1192	72,000000	
783	1193	94,000000	
783	1194	115,000000	
783	1195	120,000000	
783	1196	124,000000	
783	1197	125,000000	
783	1198	124,000000	
783	1199	125,000000	
783	1200	125,000000	
783	1201	124,000000	
783	1202	123,000000	
783	1203	120,000000	
783	1204	118,000000	
783	1205	116,000000	
783	1206	115,000000	
783	1207	114,000000	
783	1208	117,000000	
783	1209	121,000000	
783	1210	125,000000	
784	1211	130,000000	
784	1212	132,000000	
784	1213	129,000000	
784	1214	127,000000	
784	1215	122,000000	
784	1216	116,000000	
784	1217	112,000000	
784	1218	111,000000	
784	1219	109,000000	
784	1220	108,000000	
784	1221	108,000000	
784	1222	110,000000	
784	1223	114,000000	
784	1224	122,000000	
784	1225	125,000000	
784	1226	128,000000	
784	1227	128,000000	
784	1228	124,000000	
784	1229	123,000000	
784	1230	124,000000	
784	1231	123,000000	
784	1232	122,000000	
784	1233	120,000000	
784	1234	119,000000	
784	1235	123,000000	
784	1236	125,000000	
785	1237	125,000000	
785	1238	125,000000	
785	1239	126,000000	
785	1240	128,000000	
785	1241	125,000000	
785	1242	123,000000	
785	1243	123,000000	
785	1244	123,000000	
785	1245	126,000000	
785	1246	132,000000	
785	1247	126,000000	
785	1248	122,000000	
785	1249	110,000000	
785	1250	99,000000	
785	1251	77,000000	
785	1252	64,000000	
785	1253	50,000000	
785	1254	36,000000	
785	1255	31,000000	
785	1256	27,000000	
785	1257	22,000000	
785	1258	20,000000	
785	1259	19,000000	
785	1260	19,000000	
785	1261	17,000000	
785	1262	18,000000	
786	1263	17,000000	
786	1264	18,000000	
786	1265	18,000000	
786	1266	18,000000	
786	1267	18,000000	
786	1268	19,000000	
786	1269	20,000000	
786	1270	18,000000	
786	1271	18,000000	
786	1272	18,000000	
786	1273	17,000000	
786	1274	18,000000	
786	1275	21,000000	
786	1276	24,000000	
786	1277	31,000000	
786	1278	38,000000	
786	1279	54,000000	
786	1280	77,000000	
786	1281	93,000000	
786	1282	110,000000	
786	1283	119,000000	
786	1284	120,000000	
786	1285	121,000000	
786	1286	116,000000	
786	1287	113,000000	
786	1288	112,000000	
787	1289	116,000000	
787	1290	115,000000	
787	1291	115,000000	
787	1292	114,000000	
787	1293	114,000000	
787	1294	115,000000	
787	1295	117,000000	
787	1296	119,000000	
787	1297	119,000000	
787	1298	118,000000	
787	1299	120,000000	
787	1300	122,000000	
787	1301	124,000000	
787	1302	128,000000	
787	1303	116,000000	
787	1304	105,000000	
787	1305	87,000000	
787	1306	73,000000	
787	1307	58,000000	
787	1308	41,000000	
787	1309	36,000000	
787	1310	32,000000	
787	1311	26,000000	
787	1312	24,000000	
787	1313	22,000000	
787	1314	20,000000	
788	1315	19,000000	
788	1316	22,000000	
788	1317	20,000000	
788	1318	21,000000	
788	1319	19,000000	
788	1320	18,000000	
788	1321	17,000000	
788	1322	18,000000	
788	1323	18,000000	
788	1324	17,000000	
788	1325	17,000000	
788	1326	18,000000	
788	1327	19,000000	
788	1328	20,000000	
788	1329	21,000000	
788	1330	21,000000	
788	1331	25,000000	
788	1332	30,000000	
788	1333	41,000000	
788	1334	58,000000	
788	1335	74,000000	
788	1336	94,000000	
788	1337	106,000000	
788	1338	112,000000	
788	1339	113,000000	
788	1340	111,000000	
789	1341	114,000000	
789	1342	115,000000	
789	1343	115,000000	
789	1344	114,000000	
789	1345	115,000000	
789	1346	116,000000	
789	1347	116,000000	
789	1348	115,000000	
789	1349	117,000000	
789	1350	117,000000	
789	1351	115,000000	
789	1352	114,000000	
789	1353	115,000000	
789	1354	116,000000	
789	1355	114,000000	
789	1356	117,000000	
789	1357	111,000000	
789	1358	103,000000	
789	1359	86,000000	
789	1360	70,000000	
789	1361	61,000000	
789	1362	51,000000	
789	1363	39,000000	
789	1364	29,000000	
789	1365	24,000000	
789	1366	23,000000	
790	1367	20,000000	
790	1368	21,000000	
790	1369	19,000000	
790	1370	18,000000	
790	1371	16,000000	
790	1372	16,000000	
790	1373	16,000000	
790	1374	15,000000	
790	1375	15,000000	
790	1376	16,000000	
790	1377	20,000000	
790	1378	20,000000	
790	1379	19,000000	
790	1380	20,000000	
790	1381	21,000000	
790	1382	22,000000	
790	1383	21,000000	
790	1384	21,000000	
790	1385	24,000000	
790	1386	26,000000	
790	1387	35,000000	
790	1388	47,000000	
790	1389	66,000000	
790	1390	88,000000	
790	1391	101,000000	
790	1392	109,000000	
791	1393	111,000000	
791	1394	109,000000	
791	1395	108,000000	
791	1396	106,000000	
791	1397	108,000000	
791	1398	111,000000	
791	1399	114,000000	
791	1400	116,000000	
791	1401	114,000000	
791	1402	112,000000	
791	1403	113,000000	
791	1404	113,000000	
791	1405	113,000000	
791	1406	114,000000	
791	1407	115,000000	
791	1408	117,000000	
791	1409	116,000000	
791	1410	115,000000	
791	1411	111,000000	
791	1412	108,000000	
791	1413	105,000000	
791	1414	102,000000	
791	1415	102,000000	
791	1416	97,000000	
791	1417	97,000000	
791	1418	100,000000	
792	1419	102,000000	
792	1420	106,000000	
792	1421	103,000000	
792	1422	99,000000	
792	1423	100,000000	
792	1424	101,000000	
792	1425	106,000000	
792	1426	110,000000	
792	1427	111,000000	
792	1428	109,000000	
792	1429	110,000000	
792	1430	112,000000	
792	1431	112,000000	

