200226114612378.apd	26-2-2020	11:48:02
1170	821	1,000000	
1170	822	0,000000	
1170	823	0,000000	
1170	824	0,000000	
1170	825	0,000000	
1170	826	0,000000	
1170	827	3,000000	
1170	828	9,000000	
1170	829	35,000000	
1170	830	73,000000	
1170	831	95,000000	
1170	832	101,000000	
1170	833	95,000000	
1170	834	90,000000	
1170	835	91,000000	
1170	836	92,000000	
1170	837	93,000000	
1170	838	96,000000	
1170	839	100,000000	
1170	840	103,000000	
1170	841	103,000000	
1170	842	101,000000	
1170	843	103,000000	
1170	844	106,000000	
1170	845	101,000000	
1170	846	96,000000	
1170	847	71,000000	
1170	848	35,000000	
1171	849	16,000000	
1171	850	1,000000	
1171	851	0,000000	
1171	852	0,000000	
1171	853	0,000000	
1171	854	1,000000	
1171	855	5,000000	
1171	856	8,000000	
1171	857	38,000000	
1171	858	77,000000	
1171	859	96,000000	
1171	860	116,000000	
1171	861	112,000000	
1171	862	104,000000	
1171	863	83,000000	
1171	864	67,000000	
1171	865	38,000000	
1171	866	4,000000	
1171	867	1,000000	
1171	868	0,000000	
1171	869	0,000000	
1171	870	0,000000	
1171	871	0,000000	
1171	872	1,000000	
1171	873	13,000000	
1171	874	25,000000	
1171	875	59,000000	
1171	876	102,000000	
1171	877	106,000000	
1171	878	105,000000	
1171	879	99,000000	
1171	880	91,000000	
1171	881	62,000000	
1171	882	37,000000	
1171	883	16,000000	
1171	884	2,000000	
1172	885	0,000000	
1172	886	0,000000	
1172	887	0,000000	
1172	888	0,000000	
1172	889	2,000000	
1172	890	6,000000	
1172	891	29,000000	
1172	892	63,000000	
1172	893	87,000000	
1172	894	100,000000	
1172	895	96,000000	
1172	896	91,000000	
1172	897	92,000000	
1172	898	95,000000	
1172	899	98,000000	
1172	900	98,000000	
1172	901	95,000000	
1172	902	98,000000	
1172	903	100,000000	
1172	904	96,000000	
1172	905	91,000000	
1172	906	89,000000	
1172	907	64,000000	
1172	908	34,000000	
1172	909	11,000000	
1172	910	3,000000	
1172	911	1,000000	
1172	912	0,000000	
1172	913	0,000000	
1172	914	0,000000	
1172	915	11,000000	
1172	916	25,000000	
1172	917	53,000000	
1172	918	90,000000	
1172	919	104,000000	
1172	920	103,000000	
1173	921	84,000000	
1173	922	72,000000	
1173	923	42,000000	
1173	924	15,000000	
1173	925	2,000000	
1173	926	0,000000	
1173	927	0,000000	
1173	928	0,000000	
1173	929	1,000000	
1173	930	3,000000	
1173	931	25,000000	
1173	932	46,000000	
1173	933	78,000000	
1173	934	114,000000	
1173	935	111,000000	
1173	936	102,000000	
1173	937	77,000000	
1173	938	56,000000	
1173	939	31,000000	
1173	940	2,000000	
1173	941	2,000000	
1173	942	0,000000	
1173	943	0,000000	
1173	944	1,000000	
1173	945	7,000000	
1173	946	13,000000	
1173	947	46,000000	
1173	948	84,000000	
1173	949	97,000000	
1173	950	108,000000	
1173	951	99,000000	
1173	952	90,000000	
1173	953	88,000000	
1173	954	86,000000	
1173	955	89,000000	
1174	956	87,000000	
1174	957	88,000000	
1174	958	93,000000	
1174	959	87,000000	
1174	960	76,000000	
1174	961	51,000000	
1174	962	22,000000	
1174	963	4,000000	
1174	964	3,000000	
1174	965	2,000000	
1174	966	1,000000	
1174	967	6,000000	
1174	968	13,000000	
1174	969	40,000000	
1174	970	83,000000	
1174	971	104,000000	
1174	972	105,000000	
1174	973	86,000000	
1174	974	66,000000	
1174	975	42,000000	
1174	976	18,000000	
1174	977	2,000000	
1174	978	2,000000	
1174	979	0,000000	
1174	980	0,000000	
1174	981	7,000000	
1174	982	17,000000	
1174	983	47,000000	
1174	984	92,000000	
1174	985	108,000000	
1174	986	108,000000	
1174	987	82,000000	
1174	988	60,000000	
1174	989	38,000000	
1174	990	12,000000	
1174	991	1,000000	
1175	992	1,000000	
1175	993	1,000000	
1175	994	1,000000	
1175	995	7,000000	
1175	996	13,000000	
1175	997	42,000000	
1175	998	72,000000	
1175	999	80,000000	
1175	1000	92,000000	
1175	1001	82,000000	
1175	1002	66,000000	
1175	1003	65,000000	
1175	1004	60,000000	
1175	1005	65,000000	
1175	1006	71,000000	
1175	1007	73,000000	
1175	1008	76,000000	
1175	1009	75,000000	

