200226115059541.apd	26-2-2020	11:51:49
1815	358	8,000000	
1815	359	8,000000	
1815	360	8,000000	
1815	361	8,000000	
1815	362	8,000000	
1815	363	6,000000	
1816	364	6,000000	
1816	365	6,000000	
1816	366	8,000000	
1816	367	6,000000	
1816	368	6,000000	
1816	369	6,000000	
1816	370	6,000000	
1816	371	8,000000	
1816	372	9,000000	
1816	373	10,000000	
1816	374	16,000000	
1816	375	29,000000	
1816	376	42,000000	
1816	377	58,000000	
1816	378	72,000000	
1816	379	82,000000	
1816	380	89,000000	
1816	381	89,000000	
1816	382	88,000000	
1816	383	87,000000	
1816	384	85,000000	
1817	385	83,000000	
1817	386	82,000000	
1817	387	83,000000	
1817	388	85,000000	
1817	389	87,000000	
1817	390	88,000000	
1817	391	92,000000	
1817	392	97,000000	
1817	393	90,000000	
1817	394	82,000000	
1817	395	63,000000	
1817	396	47,000000	
1817	397	30,000000	
1817	398	16,000000	
1817	399	11,000000	
1817	400	7,000000	
1817	401	5,000000	
1817	402	4,000000	
1817	403	4,000000	
1817	404	4,000000	
1818	405	3,000000	
1818	406	4,000000	
1818	407	5,000000	
1818	408	4,000000	
1818	409	6,000000	
1818	410	6,000000	
1818	411	6,000000	
1818	412	7,000000	
1818	413	8,000000	
1818	414	8,000000	
1818	415	9,000000	
1818	416	14,000000	
1818	417	23,000000	
1818	418	36,000000	
1818	419	54,000000	
1818	420	69,000000	
1818	421	79,000000	
1818	422	89,000000	
1818	423	89,000000	
1818	424	89,000000	
1818	425	87,000000	
1819	426	84,000000	
1819	427	84,000000	
1819	428	84,000000	
1819	429	83,000000	
1819	430	81,000000	
1819	431	82,000000	
1819	432	82,000000	
1819	433	83,000000	
1819	434	83,000000	
1819	435	85,000000	
1819	436	85,000000	
1819	437	84,000000	
1819	438	80,000000	
1819	439	63,000000	
1819	440	48,000000	
1819	441	32,000000	
1819	442	19,000000	
1819	443	15,000000	
1819	444	10,000000	
1819	445	9,000000	
1819	446	8,000000	
1820	447	8,000000	
1820	448	7,000000	
1820	449	7,000000	
1820	450	7,000000	
1820	451	6,000000	
1820	452	6,000000	
1820	453	5,000000	
1820	454	5,000000	
1820	455	6,000000	
1820	456	7,000000	
1820	457	7,000000	
1820	458	7,000000	
1820	459	8,000000	
1820	460	15,000000	
1820	461	23,000000	
1820	462	36,000000	
1820	463	55,000000	
1820	464	69,000000	
1820	465	79,000000	
1820	466	88,000000	
1821	467	86,000000	
1821	468	83,000000	
1821	469	85,000000	
1821	470	85,000000	
1821	471	84,000000	
1821	472	83,000000	
1821	473	86,000000	
1821	474	89,000000	
1821	475	88,000000	
1821	476	86,000000	
1821	477	85,000000	
1821	478	83,000000	
1821	479	84,000000	
1821	480	86,000000	
1821	481	87,000000	
1821	482	86,000000	
1821	483	88,000000	
1821	484	88,000000	
1821	485	87,000000	
1821	486	85,000000	
1821	487	86,000000	
1822	488	83,000000	
1822	489	84,000000	
1822	490	86,000000	
1822	491	87,000000	
1822	492	87,000000	
1822	493	85,000000	
1822	494	83,000000	
1822	495	85,000000	
1822	496	85,000000	
1822	497	85,000000	
1822	498	86,000000	
1822	499	86,000000	
1822	500	89,000000	
1822	501	89,000000	
1822	502	86,000000	
1822	503	71,000000	
1822	504	54,000000	
1822	505	34,000000	
1822	506	20,000000	
1822	507	14,000000	
1822	508	10,000000	
1823	509	8,000000	
1823	510	7,000000	
1823	511	7,000000	
1823	512	6,000000	
1823	513	6,000000	
1823	514	7,000000	
1823	515	6,000000	
1823	516	5,000000	
1823	517	4,000000	
1823	518	3,000000	
1823	519	3,000000	
1823	520	4,000000	
1823	521	5,000000	
1823	522	5,000000	
1823	523	8,000000	
1823	524	14,000000	
1823	525	28,000000	
1823	526	43,000000	
1823	527	59,000000	
1823	528	75,000000	
1823	529	83,000000	
1824	530	91,000000	
1824	531	92,000000	
1824	532	92,000000	
1824	533	89,000000	
1824	534	86,000000	
1824	535	85,000000	
1824	536	84,000000	
1824	537	82,000000	
1824	538	85,000000	
1824	539	89,000000	
1824	540	88,000000	
1824	541	78,000000	
1824	542	64,000000	
1824	543	50,000000	
1824	544	33,000000	
1824	545	22,000000	
1824	546	14,000000	
1824	547	11,000000	
1824	548	8,000000	
1824	549	8,000000	
1825	550	8,000000	
1825	551	8,000000	
1825	552	7,000000	
1825	553	7,000000	
1825	554	8,000000	
1825	555	7,000000	
1825	556	7,000000	
1825	557	7,000000	
1825	558	7,000000	
1825	559	7,000000	
1825	560	7,000000	
1825	561	10,000000	
1825	562	13,000000	
1825	563	20,000000	
1825	564	30,000000	
1825	565	50,000000	
1825	566	67,000000	
1825	567	78,000000	
1825	568	90,000000	
1825	569	90,000000	
1825	570	91,000000	
1826	571	90,000000	
1826	572	87,000000	
1826	573	83,000000	
1826	574	80,000000	
1826	575	82,000000	
1826	576	82,000000	
1826	577	87,000000	
1826	578	91,000000	
1826	579	88,000000	
1826	580	84,000000	
1826	581	72,000000	
1826	582	56,000000	
1826	583	36,000000	
1826	584	22,000000	
1826	585	15,000000	
1826	586	11,000000	
1826	587	9,000000	
1826	588	7,000000	
1826	589	8,000000	
1826	590	8,000000	
1826	591	8,000000	
1827	592	8,000000	
1827	593	8,000000	
1827	594	8,000000	
1827	595	7,000000	
1827	596	8,000000	
1827	597	8,000000	
1827	598	8,000000	
1827	599	8,000000	
1827	600	9,000000	
1827	601	13,000000	
1827	602	18,000000	
1827	603	34,000000	
1827	604	50,000000	
1827	605	65,000000	
1827	606	82,000000	
1827	607	86,000000	
1827	608	89,000000	
1827	609	85,000000	
1827	610	83,000000	
1827	611	81,000000	
1828	612	84,000000	
1828	613	85,000000	
1828	614	84,000000	
1828	615	84,000000	
1828	616	86,000000	
1828	617	85,000000	
1828	618	82,000000	
1828	619	84,000000	
1828	620	84,000000	
1828	621	84,000000	
1828	622	86,000000	
1828	623	84,000000	
1828	624	81,000000	
1828	625	83,000000	
1828	626	87,000000	
1828	627	85,000000	
1828	628	85,000000	
1828	629	87,000000	
1828	630	86,000000	
1828	631	84,000000	
1828	632	85,000000	
1829	633	83,000000	
1829	634	84,000000	
1829	635	83,000000	
1829	636	84,000000	
1829	637	85,000000	
1829	638	87,000000	
1829	639	74,000000	
1829	640	64,000000	
1829	641	43,000000	
1829	642	25,000000	
1829	643	17,000000	
1829	644	12,000000	
1829	645	11,000000	
1829	646	10,000000	
1829	647	9,000000	
1829	648	9,000000	
1829	649	8,000000	
1829	650	7,000000	
1829	651	8,000000	
1829	652	8,000000	
1829	653	9,000000	
1830	654	8,000000	
1830	655	9,000000	
1830	656	10,000000	
1830	657	12,000000	
1830	658	19,000000	
1830	659	34,000000	
1830	660	52,000000	
1830	661	71,000000	
1830	662	82,000000	
1830	663	86,000000	
1830	664	89,000000	
1830	665	88,000000	
1830	666	86,000000	
1830	667	83,000000	
1830	668	79,000000	
1830	669	82,000000	
1830	670	83,000000	
1830	671	81,000000	
1830	672	81,000000	
1830	673	81,000000	
1831	674	80,000000	
1831	675	68,000000	
1831	676	56,000000	
1831	677	38,000000	
1831	678	19,000000	
1831	679	15,000000	
1831	680	10,000000	
1831	681	9,000000	
1831	682	8,000000	
1831	683	8,000000	
1831	684	8,000000	
1831	685	8,000000	
1831	686	8,000000	
1831	687	8,000000	
1831	688	8,000000	
1831	689	8,000000	
1831	690	8,000000	
1831	691	9,000000	
1831	692	10,000000	
1831	693	16,000000	
1831	694	24,000000	
1832	695	45,000000	
1832	696	61,000000	
1832	697	77,000000	
1832	698	88,000000	
1832	699	88,000000	
1832	700	89,000000	
1832	701	86,000000	
1832	702	81,000000	
1832	703	84,000000	
1832	704	86,000000	
1832	705	86,000000	
1832	706	84,000000	
1832	707	78,000000	
1832	708	72,000000	
1832	709	55,000000	
1832	710	38,000000	
1832	711	24,000000	
1832	712	16,000000	
1832	713	11,000000	
1832	714	10,000000	
1832	715	9,000000	
1833	716	9,000000	
1833	717	9,000000	
1833	718	10,000000	
1833	719	9,000000	
1833	720	8,000000	
1833	721	9,000000	
1833	722	9,000000	
1833	723	9,000000	
1833	724	8,000000	
1833	725	9,000000	
1833	726	11,000000	
1833	727	20,000000	
1833	728	30,000000	
1833	729	51,000000	
1833	730	71,000000	
1833	731	82,000000	
1833	732	92,000000	
1833	733	88,000000	
1833	734	88,000000	
1833	735	85,000000	
1834	736	85,000000	
1834	737	87,000000	
1834	738	87,000000	
1834	739	85,000000	
1834	740	85,000000	
1834	741	83,000000	
1834	742	81,000000	
1834	743	82,000000	
1834	744	82,000000	
1834	745	85,000000	
1834	746	88,000000	
1834	747	88,000000	
1834	748	87,000000	
1834	749	85,000000	
1834	750	82,000000	
1834	751	79,000000	
1834	752	72,000000	
1834	753	71,000000	
1834	754	72,000000	
1834	755	72,000000	
1834	756	75,000000	
1835	757	78,000000	
1835	758	82,000000	
1835	759	79,000000	
1835	760	74,000000	
1835	761	60,000000	
1835	762	47,000000	
1835	763	33,000000	
1835	764	20,000000	
1835	765	16,000000	
1835	766	11,000000	
1835	767	10,000000	
1835	768	9,000000	
1835	769	9,000000	
1835	770	9,000000	
1835	771	8,000000	
1835	772	9,000000	
1835	773	9,000000	
1835	774	10,000000	
1835	775	12,000000	
1835	776	13,000000	
1835	777	23,000000	
1836	778	35,000000	
1836	779	52,000000	
1836	780	69,000000	
1836	781	79,000000	
1836	782	89,000000	
1836	783	89,000000	
1836	784	87,000000	
1836	785	84,000000	
1836	786	86,000000	
1836	787	86,000000	
1836	788	88,000000	
1836	789	85,000000	
1836	790	79,000000	
1836	791	66,000000	
1836	792	46,000000	
1836	793	32,000000	
1836	794	20,000000	
1836	795	14,000000	
1836	796	11,000000	
1836	797	11,000000	
1836	798	10,000000	
1837	799	9,000000	
1837	800	9,000000	
1837	801	9,000000	
1837	802	10,000000	
1837	803	10,000000	
1837	804	11,000000	
1837	805	12,000000	
1837	806	14,000000	
1837	807	25,000000	
1837	808	37,000000	
1837	809	53,000000	
1837	810	69,000000	
1837	811	80,000000	
1837	812	89,000000	
1837	813	88,000000	
1837	814	87,000000	
1837	815	87,000000	
1837	816	86,000000	
1837	817	86,000000	
1837	818	86,000000	
1838	819	84,000000	
1838	820	85,000000	
1838	821	81,000000	
1838	822	72,000000	
1838	823	59,000000	
1838	824	39,000000	
1838	825	25,000000	
1838	826	16,000000	
1838	827	13,000000	
1838	828	10,000000	
1838	829	11,000000	
1838	830	10,000000	
1838	831	10,000000	
1838	832	10,000000	
1838	833	10,000000	
1838	834	10,000000	
1838	835	10,000000	
1838	836	11,000000	
1838	837	15,000000	
1838	838	22,000000	
1838	839	35,000000	
1839	840	53,000000	
1839	841	62,000000	
1839	842	70,000000	
1839	843	75,000000	
1839	844	78,000000	
1839	845	80,000000	
1839	846	76,000000	
1839	847	71,000000	
1839	848	67,000000	
1839	849	68,000000	
1839	850	72,000000	
1839	851	67,000000	
1839	852	60,000000	
1839	853	53,000000	
1839	854	49,000000	
1839	855	55,000000	
1839	856	64,000000	
1839	857	67,000000	
1839	858	70,000000	
1839	859	79,000000	
1839	860	87,000000	
1840	861	82,000000	
1840	862	76,000000	
1840	863	80,000000	
1840	864	85,000000	
1840	865	85,000000	
1840	866	85,000000	
1840	867	78,000000	
1840	868	69,000000	
1840	869	53,000000	
1840	870	33,000000	
1840	871	24,000000	
1840	872	17,000000	
1840	873	10,000000	
1840	874	4,000000	
1840	875	2,000000	
1840	876	0,000000	
1840	877	0,000000	
1840	878	1,000000	
1840	879	2,000000	
1840	880	4,000000	
1841	881	7,000000	
1841	882	7,000000	
1841	883	18,000000	
1841	884	31,000000	
1841	885	57,000000	
1841	886	79,000000	
1841	887	85,000000	
1841	888	89,000000	
1841	889	85,000000	
1841	890	82,000000	
1841	891	83,000000	
1841	892	83,000000	
1841	893	83,000000	
1841	894	81,000000	
1841	895	72,000000	
1841	896	66,000000	
1841	897	48,000000	
1841	898	31,000000	
1841	899	22,000000	
1841	900	14,000000	
1841	901	12,000000	
1842	902	10,000000	
1842	903	10,000000	
1842	904	10,000000	
1842	905	10,000000	
1842	906	10,000000	
1842	907	11,000000	
1842	908	11,000000	
1842	909	14,000000	
1842	910	18,000000	
1842	911	31,000000	
1842	912	50,000000	
1842	913	68,000000	
1842	914	79,000000	
1842	915	86,000000	
1842	916	87,000000	
1842	917	87,000000	
1842	918	84,000000	
1842	919	84,000000	
1842	920	84,000000	
1842	921	82,000000	
1842	922	77,000000	
1843	923	69,000000	
1843	924	59,000000	
1843	925	41,000000	
1843	926	24,000000	
1843	927	19,000000	
1843	928	14,000000	
1843	929	12,000000	
1843	930	11,000000	
1843	931	11,000000	
1843	932	10,000000	
1843	933	9,000000	
1843	934	9,000000	
1843	935	9,000000	
1843	936	8,000000	
1843	937	14,000000	
1843	938	19,000000	
1843	939	33,000000	
1843	940	47,000000	
1843	941	57,000000	
1843	942	68,000000	
1844	943	74,000000	
1844	944	79,000000	
1844	945	82,000000	
1844	946	84,000000	
1844	947	84,000000	
1844	948	84,000000	
1844	949	83,000000	
1844	950	80,000000	
1844	951	82,000000	
1844	952	81,000000	
1844	953	80,000000	
1844	954	80,000000	
1844	955	80,000000	
1844	956	80,000000	
1844	957	79,000000	
1844	958	79,000000	
1844	959	78,000000	
1844	960	78,000000	
1844	961	81,000000	
1844	962	83,000000	
1844	963	83,000000	
1845	964	81,000000	
1845	965	80,000000	
1845	966	83,000000	
1845	967	80,000000	
1845	968	78,000000	
1845	969	79,000000	
1845	970	80,000000	
1845	971	79,000000	
1845	972	79,000000	
1845	973	81,000000	
1845	974	82,000000	
1845	975	81,000000	
1845	976	80,000000	
1845	977	82,000000	
1845	978	84,000000	
1845	979	82,000000	
1845	980	81,000000	
1845	981	82,000000	
1845	982	80,000000	
1845	983	82,000000	
1845	984	82,000000	
1846	985	81,000000	
1846	986	82,000000	
1846	987	83,000000	
1846	988	83,000000	
1846	989	82,000000	
1846	990	81,000000	
1846	991	83,000000	
1846	992	82,000000	
1846	993	83,000000	
1846	994	84,000000	
1846	995	82,000000	
1846	996	81,000000	
1846	997	83,000000	
1846	998	83,000000	
1846	999	82,000000	
1846	1000	81,000000	
1846	1001	80,000000	
1846	1002	78,000000	
1846	1003	78,000000	
1846	1004	79,000000	
1847	1005	81,000000	
1847	1006	80,000000	
1847	1007	82,000000	
1847	1008	81,000000	
1847	1009	81,000000	
1847	1010	80,000000	
1847	1011	80,000000	
1847	1012	80,000000	
1847	1013	82,000000	
1847	1014	83,000000	
1847	1015	82,000000	
1847	1016	82,000000	
1847	1017	82,000000	
1847	1018	79,000000	
1847	1019	79,000000	
1847	1020	80,000000	
1847	1021	81,000000	
1847	1022	83,000000	
1847	1023	82,000000	
1847	1024	80,000000	
1847	1025	80,000000	
1848	1026	79,000000	
1848	1027	80,000000	
1848	1028	81,000000	
1848	1029	80,000000	
1848	1030	80,000000	
1848	1031	81,000000	
1848	1032	81,000000	
1848	1033	80,000000	
1848	1034	78,000000	
1848	1035	80,000000	
1848	1036	80,000000	
1848	1037	78,000000	
1848	1038	76,000000	
1848	1039	78,000000	
1848	1040	79,000000	
1848	1041	80,000000	
1848	1042	81,000000	
1848	1043	79,000000	
1848	1044	77,000000	
1848	1045	78,000000	
1848	1046	80,000000	
1849	1047	80,000000	
1849	1048	79,000000	
1849	1049	81,000000	
1849	1050	79,000000	
1849	1051	78,000000	
1849	1052	80,000000	
1849	1053	81,000000	
1849	1054	81,000000	
1849	1055	79,000000	
1849	1056	78,000000	
1849	1057	76,000000	
1849	1058	77,000000	
1849	1059	76,000000	
1849	1060	73,000000	
1849	1061	73,000000	
1849	1062	74,000000	
1849	1063	74,000000	
1849	1064	77,000000	
1849	1065	77,000000	
1849	1066	79,000000	
1850	1067	77,000000	
1850	1068	75,000000	
1850	1069	76,000000	
1850	1070	76,000000	
1850	1071	76,000000	
1850	1072	75,000000	
1850	1073	75,000000	
1850	1074	75,000000	
1850	1075	75,000000	
1850	1076	74,000000	
1850	1077	74,000000	
1850	1078	75,000000	
1850	1079	74,000000	
1850	1080	75,000000	
1850	1081	75,000000	
1850	1082	75,000000	
1850	1083	73,000000	
1850	1084	72,000000	
1850	1085	74,000000	
1850	1086	76,000000	
1850	1087	74,000000	
1851	1088	76,000000	
1851	1089	75,000000	
1851	1090	75,000000	
1851	1091	74,000000	
1851	1092	75,000000	
1851	1093	75,000000	
1851	1094	76,000000	
1851	1095	76,000000	
1851	1096	77,000000	
1851	1097	77,000000	
1851	1098	77,000000	
1851	1099	72,000000	
1851	1100	69,000000	
1851	1101	53,000000	
1851	1102	39,000000	
1851	1103	26,000000	
1851	1104	14,000000	
1851	1105	12,000000	
1851	1106	10,000000	
1851	1107	8,000000	
1851	1108	8,000000	
1852	1109	8,000000	
1852	1110	8,000000	
1852	1111	8,000000	
1852	1112	8,000000	
1852	1113	8,000000	
1852	1114	8,000000	
1852	1115	7,000000	
1852	1116	7,000000	
1852	1117	7,000000	
1852	1118	8,000000	
1852	1119	8,000000	
1852	1120	9,000000	
1852	1121	8,000000	
1852	1122	7,000000	
1852	1123	7,000000	
1852	1124	7,000000	
1852	1125	7,000000	
1852	1126	7,000000	
1852	1127	7,000000	
1852	1128	8,000000	
1852	1129	8,000000	
1853	1130	7,000000	
1853	1131	7,000000	
1853	1132	8,000000	
1853	1133	7,000000	
1853	1134	8,000000	
1853	1135	8,000000	
1853	1136	8,000000	
1853	1137	8,000000	
1853	1138	8,000000	
1853	1139	8,000000	
1853	1140	10,000000	
1853	1141	10,000000	
1853	1142	9,000000	
1853	1143	9,000000	
1853	1144	11,000000	
1853	1145	10,000000	
1853	1146	11,000000	
1853	1147	13,000000	
1853	1148	16,000000	
1853	1149	25,000000	
1854	1150	39,000000	
1854	1151	53,000000	
1854	1152	67,000000	
1854	1153	74,000000	
1854	1154	75,000000	
1854	1155	75,000000	
1854	1156	74,000000	
1854	1157	72,000000	
1854	1158	71,000000	
1854	1159	73,000000	
1854	1160	73,000000	
1854	1161	73,000000	
1854	1162	75,000000	
1854	1163	74,000000	
1854	1164	75,000000	
1854	1165	74,000000	
1854	1166	74,000000	
1854	1167	77,000000	
1854	1168	81,000000	
1854	1169	80,000000	
1854	1170	77,000000	
1855	1171	78,000000	
1855	1172	76,000000	
1855	1173	75,000000	
1855	1174	77,000000	
1855	1175	72,000000	
1855	1176	71,000000	
1855	1177	65,000000	
1855	1178	58,000000	
1855	1179	59,000000	
1855	1180	58,000000	
1855	1181	58,000000	
1855	1182	57,000000	
1855	1183	57,000000	
1855	1184	60,000000	
1855	1185	63,000000	
1855	1186	65,000000	
1855	1187	70,000000	
1855	1188	74,000000	
1855	1189	75,000000	
1855	1190	75,000000	
1855	1191	76,000000	
1856	1192	76,000000	
1856	1193	75,000000	
1856	1194	75,000000	
1856	1195	69,000000	
1856	1196	60,000000	
1856	1197	47,000000	
1856	1198	36,000000	
1856	1199	29,000000	
1856	1200	18,000000	
1856	1201	14,000000	
1856	1202	12,000000	
1856	1203	11,000000	
1856	1204	9,000000	
1856	1205	9,000000	
1856	1206	9,000000	
1856	1207	9,000000	
1856	1208	8,000000	
1856	1209	9,000000	
1856	1210	10,000000	
1856	1211	9,000000	
1857	1212	9,000000	
1857	1213	9,000000	
1857	1214	9,000000	
1857	1215	8,000000	
1857	1216	8,000000	
1857	1217	8,000000	
1857	1218	8,000000	
1857	1219	8,000000	
1857	1220	8,000000	
1857	1221	8,000000	
1857	1222	9,000000	
1857	1223	8,000000	
1857	1224	8,000000	
1857	1225	8,000000	
1857	1226	8,000000	
1857	1227	8,000000	
1857	1228	8,000000	
1857	1229	7,000000	
1857	1230	7,000000	
1857	1231	7,000000	
1857	1232	8,000000	
1858	1233	8,000000	
1858	1234	9,000000	
1858	1235	8,000000	
1858	1236	9,000000	
1858	1237	9,000000	
1858	1238	10,000000	
1858	1239	9,000000	
1858	1240	9,000000	
1858	1241	10,000000	
1858	1242	11,000000	
1858	1243	11,000000	
1858	1244	13,000000	
1858	1245	20,000000	
1858	1246	30,000000	
1858	1247	46,000000	
1858	1248	63,000000	
1858	1249	58,000000	
1858	1250	48,000000	
1858	1251	41,000000	
1858	1252	31,000000	
1858	1253	27,000000	
1859	1254	27,000000	
1859	1255	32,000000	
1859	1256	36,000000	
1859	1257	42,000000	
1859	1258	45,000000	
1859	1259	56,000000	
1859	1260	65,000000	
1859	1261	71,000000	
1859	1262	74,000000	
1859	1263	75,000000	
1859	1264	75,000000	
1859	1265	73,000000	
1859	1266	72,000000	
1859	1267	72,000000	
1859	1268	72,000000	
1859	1269	72,000000	
1859	1270	75,000000	
1859	1271	72,000000	
1859	1272	71,000000	
1859	1273	72,000000	
1860	1274	71,000000	
1860	1275	72,000000	
1860	1276	71,000000	
1860	1277	70,000000	
1860	1278	69,000000	
1860	1279	69,000000	
1860	1280	69,000000	
1860	1281	71,000000	
1860	1282	72,000000	
1860	1283	73,000000	
1860	1284	72,000000	
1860	1285	71,000000	
1860	1286	70,000000	
1860	1287	72,000000	
1860	1288	74,000000	
1860	1289	70,000000	
1860	1290	66,000000	
1860	1291	63,000000	
1860	1292	57,000000	
1860	1293	49,000000	
1860	1294	40,000000	
1861	1295	29,000000	
1861	1296	22,000000	
1861	1297	16,000000	
1861	1298	13,000000	
1861	1299	10,000000	
1861	1300	10,000000	
1861	1301	9,000000	
1861	1302	7,000000	
1861	1303	7,000000	
1861	1304	7,000000	
1861	1305	8,000000	
1861	1306	7,000000	
1861	1307	7,000000	
1861	1308	6,000000	
1861	1309	6,000000	
1861	1310	6,000000	
1861	1311	6,000000	
1861	1312	7,000000	
1861	1313	8,000000	
1861	1314	8,000000	
1861	1315	8,000000	
1862	1316	7,000000	
1862	1317	6,000000	
1862	1318	6,000000	
1862	1319	6,000000	
1862	1320	6,000000	
1862	1321	7,000000	
1862	1322	6,000000	
1862	1323	6,000000	
1862	1324	7,000000	
1862	1325	7,000000	
1862	1326	7,000000	
1862	1327	7,000000	
1862	1328	8,000000	
1862	1329	8,000000	
1862	1330	8,000000	
1862	1331	9,000000	
1862	1332	9,000000	
1862	1333	9,000000	
1862	1334	8,000000	
1862	1335	6,000000	
1863	1336	7,000000	
1863	1337	7,000000	
1863	1338	8,000000	
1863	1339	9,000000	
1863	1340	10,000000	
1863	1341	16,000000	
1863	1342	22,000000	
1863	1343	35,000000	
1863	1344	48,000000	
1863	1345	53,000000	
1863	1346	56,000000	
1863	1347	56,000000	
1863	1348	54,000000	
1863	1349	58,000000	
1863	1350	58,000000	
1863	1351	57,000000	
1863	1352	56,000000	
1863	1353	57,000000	
1863	1354	58,000000	
1863	1355	53,000000	
1863	1356	52,000000	
1864	1357	53,000000	
1864	1358	55,000000	
1864	1359	53,000000	
1864	1360	52,000000	
1864	1361	51,000000	
1864	1362	49,000000	
1864	1363	46,000000	
1864	1364	43,000000	
1864	1365	41,000000	
1864	1366	40,000000	
1864	1367	40,000000	

